Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
AT,O3,µg/m3,2015-01-01 00:00:00 +01:00,21.37675
AT,O3,µg/m3,2015-01-01 01:00:00 +01:00,25.286749999999998
AT,O3,µg/m3,2015-01-01 02:00:00 +01:00,26.13
AT,O3,µg/m3,2015-01-01 03:00:00 +01:00,27.988749999999996
AT,O3,µg/m3,2015-01-01 04:00:00 +01:00,28.578
AT,O3,µg/m3,2015-01-01 05:00:00 +01:00,30.586666666666662
AT,O3,µg/m3,2015-01-01 06:00:00 +01:00,27.07175
AT,O3,µg/m3,2015-01-01 07:00:00 +01:00,31.789250000000003
AT,O3,µg/m3,2015-01-01 08:00:00 +01:00,39.498
AT,O3,µg/m3,2015-01-01 09:00:00 +01:00,42.168499999999995
AT,O3,µg/m3,2015-01-01 10:00:00 +01:00,45.09075
AT,O3,µg/m3,2015-01-01 11:00:00 +01:00,46.7935
AT,O3,µg/m3,2015-01-01 12:00:00 +01:00,45.205333333333336
AT,O3,µg/m3,2015-01-01 13:00:00 +01:00,47.49533333333333
AT,O3,µg/m3,2015-01-01 14:00:00 +01:00,46.759
AT,O3,µg/m3,2015-01-01 15:00:00 +01:00,52.133
AT,O3,µg/m3,2015-01-01 16:00:00 +01:00,51.641
AT,O3,µg/m3,2015-01-01 17:00:00 +01:00,54.037
AT,O3,µg/m3,2015-01-01 18:00:00 +01:00,57.023
AT,O3,µg/m3,2015-01-01 19:00:00 +01:00,54.938500000000005
AT,O3,µg/m3,2015-01-01 20:00:00 +01:00,53.320750000000004
AT,O3,µg/m3,2015-01-01 21:00:00 +01:00,50.26075
AT,O3,µg/m3,2015-01-01 22:00:00 +01:00,50.088750000000005
AT,O3,µg/m3,2015-01-01 23:00:00 +01:00,42.85525
AT,O3,µg/m3,2015-01-02 00:00:00 +01:00,37.354
AT,O3,µg/m3,2015-01-02 01:00:00 +01:00,35.95925
AT,O3,µg/m3,2015-01-02 02:00:00 +01:00,29.89475
AT,O3,µg/m3,2015-01-02 03:00:00 +01:00,29.32575
AT,O3,µg/m3,2015-01-02 04:00:00 +01:00,27.98
AT,O3,µg/m3,2015-01-02 05:00:00 +01:00,19.599249999999998
AT,O3,µg/m3,2015-01-02 06:00:00 +01:00,19.6605
AT,O3,µg/m3,2015-01-02 07:00:00 +01:00,25.73075
